spiritCode,name_en,name_zh,brand_en,brand_zh,brandKey,hotelStatus,propertyType,gpCategory,city_en,city_zh,province_en,province_zh,address1_en,address1_zh,zipcode,latitude,longitude,phone,propertySiteURL_en,propertySiteURL_zh,bookableDate,openDate,checkinTime,checkoutTime,nonSmoking
shaal,Alila Shanghai,阿丽拉上海,Alila,阿丽拉,ALILA,FULLY_BOOKABLE,HYATT,5,Shanghai,上海,,,"500 Weihai Road, Jing’an District",静安区威海路 500 号,200041,31.2272,121.4623,+86 21 6266 1234,https://www.hyatt.com/alila-hotels-and-resorts/en-US/shaal-alila-shanghai,https://www.hyatt.com/alila-hotels-and-resorts/zh-CN/shaal-alila-shanghai,2024-09-25,2024-09-25,03:00 PM,12:00 PM,true
zuhal,Alila Dong'ao Island Zhuhai,阿丽拉珠海东澳岛,Alila,阿丽拉,ALILA,FULLY_BOOKABLE,HYATT,5,Zhuhai,珠海,,,"No. 100 Changjiao Road, Dong'ao Island, Xiangzhou District, Guangdong Province",广东省香洲区东澳岛长角路 100 号,519006,22.009307,113.706525,+86 0756 868 1234,https://www.hyatt.com/alila-hotels-and-resorts/en-US/zuhal-alila-dongao-island-zhuhai,https://www.hyatt.com/alila-hotels-and-resorts/zh-CN/zuhal-alila-dongao-island-zhuhai,2025-04-15,2025-04-15,03:00 PM,12:00 PM,true
hghaw,Alila Wuzhen,阿丽拉乌镇,Alila,阿丽拉,ALILA,FULLY_BOOKABLE,HYATT,4,Jiaxing City,嘉兴市,,,939 Ziyedong Road,子夜东路 939 号,314501,30.733125,120.516661,+86 573 8871 2222 ,https://www.hyatt.com/alila-hotels-and-resorts/en-US/hghaw-alila-wuzhen,https://www.hyatt.com/alila-hotels-and-resorts/zh-CN/hghaw-alila-wuzhen,2019-07-15,2018-11-30,03:00 PM,12:00 PM,true
shaax,Andaz Shanghai ITC,上海徐家汇中心安达仕酒店,Andaz,安达仕酒店,ANDAZ,FULLY_BOOKABLE,HYATT,5,Shanghai,上海,,,"283 Hongqiao Road, Xuhui District",徐汇区虹桥路283号,200030,31.193169,121.432889,+86 21 5330 1234,https://www.hyatt.com/andaz/en-US/shaax-andaz-shanghai-itc,https://www.hyatt.com/andaz/zh-CN/shaax-andaz-shanghai-itc,2026-02-03,2026-02-03,03:00 PM,12:00 PM,true
nkgaz,Andaz Nanjing Hexi,南京河西安达仕酒店,Andaz,安达仕酒店,ANDAZ,FULLY_BOOKABLE,HYATT,2,Nanjing,南京,,,"No. 108, Bailongjiang East Street, Jianye District",建邺区白龙江东街 108 号,210019,31.993054,118.721009,025-66661234,https://www.hyatt.com/andaz/en-US/nkgaz-andaz-nanjing-hexi,https://www.hyatt.com/andaz/zh-CN/nkgaz-andaz-nanjing-hexi,2023-04-26,2023-04-26,03:00 PM,12:00 PM,true
xmnaz,Andaz Xiamen,厦门安达仕酒店,Andaz,安达仕酒店,ANDAZ,FULLY_BOOKABLE,HYATT,3,Xiamen,厦门,,,"101 Hubin East Road, Siming District",思明区湖滨东路101号,361004,24.471,118.11,+86 592 366 1234,https://www.hyatt.com/andaz/en-US/xmnaz-andaz-xiamen,https://www.hyatt.com/andaz/zh-CN/xmnaz-andaz-xiamen,2020-09-08,2020-09-08,03:00 PM,12:00 PM,false
szxaz,Andaz Shenzhen Bay,深圳湾安达仕酒店,Andaz,安达仕酒店,ANDAZ,FULLY_BOOKABLE,HYATT,5,Shenzhen,深圳,,,"2600 Keyuan South Road, Nanshan District",南山区科苑南路 2600 号,518052,22.5149,113.9474,+86 755 8626 1234,https://www.hyatt.com/andaz/en-US/szxaz-andaz-shenzhen-bay,https://www.hyatt.com/andaz/zh-CN/szxaz-andaz-shenzhen-bay,2020-12-28,2020-12-01,03:00 PM,12:00 PM,true
shaaz,"Andaz Xintiandi, Shanghai",上海新天地安达仕酒店,Andaz,安达仕酒店,ANDAZ,FULLY_BOOKABLE,HYATT,3,Shanghai,上海,,,88 Songshan Road,嵩山路 88 号,200021,31.222252,121.475613,+86 21 2310 1234,https://www.hyatt.com/andaz/en-US/shaaz-andaz-xintiandi-shanghai,https://www.hyatt.com/andaz/zh-CN/shaaz-andaz-xintiandi-shanghai,,2011-10-19,03:00 PM,12:00 PM,true
shath,Thompson Shanghai Expo,上海世博桐森酒店,Thompson Hotels,桐森酒店,THOMPSON,FULLY_BOOKABLE,HYATT,3,Shanghai,上海,,,"1399 Shibo Avenue, Pudong New District",浦东新区世博大道1399号,200126,31.1855,121.4902,+86 21 3862 1234,https://www.hyatt.com/thompson-hotels/en-US/shath-thompson-shanghai-expo,https://www.hyatt.com/thompson-hotels/zh-CN/shath-thompson-shanghai-expo,2025-10-30,2025-10-30,03:00 PM,12:00 PM,true
shhgh,Grand Hyatt Shenzhou Peninsula,神州半岛君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,3,Wanning,万宁,,,"Shenzhou Peninsula Resort District, Hainan",海南神州半岛度假区,571528,18.673585,110.341304,+86 898 6220 1234,https://www.hyatt.com/grand-hyatt/en-US/shhgh-grand-hyatt-shenzhou-peninsula,https://www.hyatt.com/grand-hyatt/zh-CN/shhgh-grand-hyatt-shenzhou-peninsula,2022-11-01,2022-10-30,03:00 PM,12:00 PM,true
kmggh,Grand Hyatt Kunming,昆明君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,2,Kunming,昆明,,,"1 Chongli Street, Panlong District, Kunming, Yunnan",盘龙区崇礼街1号,650051,25.035947,102.721456,+86 871 6802 1234 ,https://www.hyatt.com/hotel/en-US/china/grand-hyatt-kunming/kmggh,https://www.hyatt.com/hotel/zh-CN/china/grand-hyatt-kunming/kmggh,2024-08-06,2024-08-06,02:00 PM,12:00 PM,true
dalgh,Grand Hyatt Dalian,大连君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,3,Dalian,大连,,,"No. 33 C  3 Zone, Xinghai Square",星海广场 C3 区 33 号,116000,38.88438,121.59103,+86 411 3988 1234,https://www.hyatt.com/grand-hyatt/en-US/dalgh-grand-hyatt-dalian,https://www.hyatt.com/grand-hyatt/zh-CN/dalgh-grand-hyatt-dalian,,2014-09-12,02:00 PM,12:00 PM,false
shegs,Grand Hyatt Shenyang,沈阳君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,2,Shenyang,沈阳,,,"No. 288A, Qingnian Street, Heping District",和平区青年大街 288 甲,110004,41.777841,123.434916,+86 24 2512 1234,https://www.hyatt.com/grand-hyatt/en-US/shegs-grand-hyatt-shenyang,https://www.hyatt.com/grand-hyatt/zh-CN/shegs-grand-hyatt-shenyang,,2013-05-20,02:00 PM,12:00 PM,false
ctugh,Grand Hyatt Chengdu,成都群光君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,2,Chengdu,成都,,,"No.8 South Chunxi Road, Jinjiang District",锦江区春熙南路 8 号,610021,30.654173,104.074587,+86 28 6666 1234,https://www.hyatt.com/grand-hyatt/en-US/ctugh-grand-hyatt-chengdu,https://www.hyatt.com/grand-hyatt/zh-CN/ctugh-grand-hyatt-chengdu,,2016-01-30,02:00 PM,12:00 PM,false
shagh,Grand Hyatt Shanghai,上海金茂君悦大酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,3,Shanghai,上海,,,"Jin Mao Tower, 88 Century Avenue, Pudong",浦东新区世纪大道 88 号金茂大厦,200121,31.235179,121.505839,+86 21 8024 1234,https://www.hyatt.com/grand-hyatt/en-US/shagh-grand-hyatt-shanghai,https://www.hyatt.com/grand-hyatt/zh-CN/shagh-grand-hyatt-shanghai,,1999-08-28,03:00 PM,12:00 PM,true
hangz,Grand Hyatt Hangzhou,杭州君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,4,Hangzhou,杭州,,,28 Hu Bin Road,湖滨路 28 号,310006,30.254751,120.161336,+86 571 8779 1234,https://www.hyatt.com/grand-hyatt/en-US/hangz-grand-hyatt-hangzhou,https://www.hyatt.com/grand-hyatt/zh-CN/hangz-grand-hyatt-hangzhou,,2004-12-04,03:00 PM,12:00 PM,true
shegh,Grand Hyatt Shenzhen,深圳君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,2,Shenzhen,深圳,,,"1881 Baoan Nan Road, Luohu District",罗湖区宝安南路 1881 号,518001,22.537343,114.111021,+86 755 8266 1234,https://www.hyatt.com/grand-hyatt/en-US/shegh-grand-hyatt-shenzhen,https://www.hyatt.com/grand-hyatt/zh-CN/shegh-grand-hyatt-shenzhen,,2009-12-01,03:00 PM,12:00 PM,false
syxgh,Grand Hyatt Sanya Haitang Bay Resort and Spa,三亚海棠湾君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,3,Sanya,三亚,,,"68 Haitang North Road, Haitang Bay",海棠湾镇海棠北路 68 号,572013,18.34419,109.740291,+86 898 8881 1234,https://www.hyatt.com/grand-hyatt/en-US/syxgh-grand-hyatt-sanya-haitang-bay-resort-and-spa,https://www.hyatt.com/grand-hyatt/zh-CN/syxgh-grand-hyatt-sanya-haitang-bay-resort-and-spa,2016-08-01,2016-08-01,03:00 PM,12:00 PM,false
xiygh,Grand Hyatt Xi'an,西安君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,2,Xi'an,西安,,,"No. 12, Jinye Road, High Tech Zone",高新区锦业路 12 号,710077,34.193036,108.880881,+86 29 8811 1234,https://www.hyatt.com/grand-hyatt/en-US/xiygh-grand-hyatt-xian,https://www.hyatt.com/grand-hyatt/zh-CN/xiygh-grand-hyatt-xian,,2018-04-22,02:00 PM,12:00 PM,true
guagh,Grand Hyatt Guangzhou,广州富力君悦大酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,2,Guangzhou,广州,,,"12 Zhujiang West Road, Pearl River New City, Tianhe District",天河区珠江新城珠江西路 12 号,510623,23.122638,113.323468,+86 20 8396 1234,https://www.hyatt.com/grand-hyatt/en-US/guagh-grand-hyatt-guangzhou,https://www.hyatt.com/grand-hyatt/zh-CN/guagh-grand-hyatt-guangzhou,,2008-04-20,03:00 PM,12:00 PM,false
shang,"Hyatt on the Bund, Shanghai",上海外滩茂悦大酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,3,Shanghai,上海,,,199 Huang Pu Road,黄浦路 199 号,200080,31.245205,121.493211,+86 21 6393 1234,https://www.hyatt.com/grand-hyatt/en-US/shang-hyatt-on-the-bund-shanghai,https://www.hyatt.com/grand-hyatt/zh-CN/shang-hyatt-on-the-bund-shanghai,,,03:00 PM,12:00 PM,true
hfegh,Grand Hyatt Hefei,合肥君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,1,Hefei,合肥,,,"111 Qianshan Road, Shushan District  ",蜀山区潜山路 111 号  ,230000,31.799462,117.230688,+86 551 6282 1234,https://www.hyatt.com/grand-hyatt/en-US/hfegh-grand-hyatt-hefei,https://www.hyatt.com/grand-hyatt/zh-CN/hfegh-grand-hyatt-hefei,2019-12-19,2019-12-19,02:00 PM,12:00 PM,false
beigh,Grand Hyatt Beijing,北京东方君悦大酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,3,Beijing,北京,,,1 East Chang An Avenue,东长安街 1 号,100738,39.909617,116.414563,+86 10 8518 1234,https://www.hyatt.com/grand-hyatt/en-US/beigh-grand-hyatt-beijing,https://www.hyatt.com/grand-hyatt/zh-CN/beigh-grand-hyatt-beijing,2015-10-16,2001-10-16,03:00 PM,12:00 PM,true
csxgh,Grand Hyatt Changsha,长沙君悦酒店,Grand Hyatt,君悦酒店,GRAND,FULLY_BOOKABLE,HYATT,3,Changsha,长沙,,,"No.36 Middle Xiangjiang Road, Tianxin District",天心区湘江中路 36 号,410002,28.220869,112.969635,+86 731 8823 1234,https://www.hyatt.com/grand-hyatt/en-US/csxgh-grand-hyatt-changsha,https://www.hyatt.com/grand-hyatt/zh-CN/csxgh-grand-hyatt-changsha,2017-08-01,2018-08-01,03:00 PM,12:00 PM,false
xiyct,Hyatt Centric Gaoxin Xi’an,西安高新凯悦尚萃酒店,Hyatt Centric,凯悦尚萃酒店,CENTRIC,FULLY_BOOKABLE,HYATT,2,Xi’an,西安,,,"3500 Yuhua 1st Road, Yanta District, Xi’an Hi-tech Zone",雁塔区高新鱼化一路3500号,710076,34.20588,108.86881,+86 29 6800 1234,https://www.hyatt.com/hyatt-centric/en-US/xiyct-hyatt-centric-xian-gaoxin,https://www.hyatt.com/hyatt-centric/zh-CN/xiyct-hyatt-centric-xian-gaoxin,2023-12-15,2023-12-15,03:00 PM,12:00 PM,true
xmnct,Hyatt Centric Ocean Front Xiamen,厦门滨海凯悦尚萃酒店,Hyatt Centric,凯悦尚萃酒店,CENTRIC,FULLY_BOOKABLE,HYATT,2,Xiamen,厦门,,,"36 Tianquan Road, Siming District",思明区天泉路36号,361005,24.424617,118.130464,+86 592 511 1234,https://www.hyatt.com/hyatt-centric/en-US/xmnct-hyatt-centric-ocean-front-xiamen,https://www.hyatt.com/hyatt-centric/zh-CN/xmnct-hyatt-centric-ocean-front-xiamen,2025-01-21,2025-01-21,03:00 PM,12:00 PM,true
ngbct,Hyatt Centric Lakeside Ningbo,宁波湖畔凯悦尚萃酒店,Hyatt Centric,凯悦尚萃酒店,CENTRIC,FULLY_BOOKABLE,HYATT,1,Ningbo,宁波,,,"600 Tongyuan Road, Zhenhai District",镇海区同源路600号,315201,29.9246,121.627,+ 86 574 8669 1234,https://www.hyatt.com/hyatt-centric/en-US/ngbct-hyatt-centric-lakeside-ningbo,https://www.hyatt.com/hyatt-centric/zh-CN/ngbct-hyatt-centric-lakeside-ningbo,2022-04-13,2022-01-04,03:00 PM,12:00 AM,true
shact,Hyatt Centric Zhongshan Park Shanghai,上海中山公园凯悦尚萃酒店,Hyatt Centric,凯悦尚萃酒店,CENTRIC,FULLY_BOOKABLE,HYATT,2,Shanghai,上海,,,"1555 Dingxi Road, Changning District",长宁区定西路1555号,200050,31.218263,121.421476,+86 21 6288 1234,https://www.hyatt.com/hyatt-centric/en-US/shact-hyatt-centric-zhongshan-park-shanghai,https://www.hyatt.com/hyatt-centric/zh-CN/shact-hyatt-centric-zhongshan-park-shanghai,2024-04-18,2024-04-18,03:00 PM,12:00 PM,true
xiyrx,Hyatt Regency Xi'an Chanba,西安浐灞凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,2,Xi’an,西安,,,"3566 Ouya Avenue, Chanba Ecotope, Weiyang District",未央区浐灞生态区欧亚大道3566号,710021,34.33,109.0175,+86 29 8819 1234,https://www.hyatt.com/hyatt-regency/en-US/xiyrx-hyatt-regency-xian-chanba,https://www.hyatt.com/hyatt-regency/zh-CN/xiyrx-hyatt-regency-xian-chanba,2025-09-15,2025-09-15,03:00 PM,12:00 PM,true
ngbrn,Hyatt Regency Ningbo Hangzhou Bay,宁波杭州湾凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Ningbo,宁波,,,"No.1118, Binhai Second Road, Hangzhou Bay New Area",杭州湾新区滨海二路 1118 号,315336,30.328267,121.217074,+86 574 8239 1234,https://www.hyatt.com/hyatt-regency/en-US/ngbrn-hyatt-regency-ningbo-hangzhou-bay,https://www.hyatt.com/hyatt-regency/zh-CN/ngbrn-hyatt-regency-ningbo-hangzhou-bay,2021-02-01,2021-02-01,03:00 PM,12:00 PM,true
hakrh,Hyatt Regency Hainan Ocean Paradise Resort,海南富力海洋欢乐世界度假区凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Lingshui,陵水黎族自治县,,,"No. 8 Haifeng Road, Sanya",海风大道 8 号，三亚,572400,18.45471,110.062558,+86 898 8309 1234,https://www.hyatt.com/hyatt-regency/en-US/hakrh-hyatt-regency-hainan-ocean-paradise-resort,https://www.hyatt.com/hyatt-regency/zh-CN/hakrh-hyatt-regency-hainan-ocean-paradise-resort,2022-10-20,2022-10-20,03:00 PM,12:00 PM,true
hghrh,Hyatt Regency Hangzhou International Airport,杭州萧山国际机场凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Hangzhou,杭州,,,"2F, Ground Transport Center, Terminal 4 Arrival Hall, Hangzhou International Airport, Xiaoshan District",萧山区 杭州萧山国际机场 4 号航站楼 到达大厅地面 交通中心二楼,311241,30.2346,120.434,+86 571 8280 1234,https://www.hyatt.com/hyatt-regency/en-US/hghrh-hyatt-regency-hangzhou-international-airport,https://www.hyatt.com/hyatt-regency/zh-CN/hghrh-hyatt-regency-hangzhou-international-airport,2023-06-19,2023-06-19,03:00 PM,12:00 PM,true
ckgro,Hyatt Regency Metropolitan Chongqing,重庆大都会凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Chongqing,重庆,,,"No. 68 Zou Rong Road, Yuzhong District",渝中区邹容路 68 号,400010,29.5567,106.5786,+86 23 6169 1234,https://www.hyatt.com/hyatt-regency/en-US/ckgro-hyatt-regency-metropolitan-chongqing,https://www.hyatt.com/hyatt-regency/zh-CN/ckgro-hyatt-regency-metropolitan-chongqing,2019-05-01,2019-05-01,03:00 PM,12:00 PM,true
lhwrl,Hyatt Regency Lanzhou,兰州凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Lanzhou,兰州,,,"501 Nanbinhe East Road, Chengguan District",城关区南滨河东路 501 号,730000,36.062,103.8413,+86 931 886 8888,https://www.hyatt.com/hyatt-regency/en-US/lhwrl-hyatt-regency-lanzhou,https://www.hyatt.com/hyatt-regency/zh-CN/lhwrl-hyatt-regency-lanzhou,,2020-09-01,03:00 PM,12:00 PM,false
suzrc,Hyatt Regency Changshu Kuncheng Lake,常熟昆承湖凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Changshu,常熟,,,No.1 Southeast Avenue,东南大道 1 号,215500,31.595967,120.768423,+86 512 5205 1234,https://www.hyatt.com/hyatt-regency/en-US/suzrc-hyatt-regency-changshu-kuncheng-lake,https://www.hyatt.com/hyatt-regency/zh-CN/suzrc-hyatt-regency-changshu-kuncheng-lake,2023-10-27,2023-10-27,03:00 PM,12:00 PM,true
canhr,Hyatt Regency Guangzhou Zengcheng,广州增城凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Guangzhou,广州,,,"8 Chuangxiang Road, Xintangzhen, Zengcheng District",增城区新塘镇创想路 8 号,511340,23.148874,113.610559,+86 20 8288 1234,https://www.hyatt.com/hyatt-regency/en-US/canhr-hyatt-regency-guangzhou-zengcheng,https://www.hyatt.com/hyatt-regency/zh-CN/canhr-hyatt-regency-guangzhou-zengcheng,2021-07-29,,03:00 PM,12:00 PM,true
syxrs,Hyatt Regency Sanya Tianli Bay,三亚天丽湾凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,2,Sanya,三亚,,,"Tianli Bay No.699, Tongjing Road, Tianya District, Hainan",海南省天涯区桶井路 699 号天丽湾,572032,18.297153,109.363671,+86 898 8868 1234,https://www.hyatt.com/hyatt-regency/en-US/syxrs-hyatt-regency-sanya-tianli-bay,https://www.hyatt.com/hyatt-regency/zh-CN/syxrs-hyatt-regency-sanya-tianli-bay,2023-01-14,2023-01-14,03:00 PM,12:00 PM,true
txnrh,Hyatt Regency Huangshan Hengjiangwan,黄山横江湾凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Huangshan,黄山,,,"No. 26 Qiyun Avenue, Xintan Town, Tunxi District",屯溪区新潭镇齐云大道26号,245061,29.741892,118.273971,+86 559 669 1234,https://www.hyatt.com/hyatt-regency/en-US/txnrh-hyatt-regency-huangshan-hengjiangwan,https://www.hyatt.com/hyatt-regency/zh-CN/txnrh-hyatt-regency-huangshan-hengjiangwan,2024-10-21,2024-10-21,03:00 PM,12:00 PM,true
cgqhr,Hyatt Regency Changchun,长春凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Changchun,长春,,,"3233 Renmin Street, Chaoyang District",朝阳区人民大街 3233 号,130061,43.885328,125.330484,+86 431 8116 1234,https://www.hyatt.com/hyatt-regency/en-US/cgqhr-hyatt-regency-changchun,https://www.hyatt.com/hyatt-regency/zh-CN/cgqhr-hyatt-regency-changchun,2016-01-19,2016-01-19,02:00 PM,12:00 PM,false
chong,Hyatt Regency Chongqing,重庆富力凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,1,Chongqing,重庆,,,"11 Paradise Walk, Liangjiang New Area",两江新区北城天街 11 号,400020,29.580648,106.535229,+86 23 6775 1234,https://www.hyatt.com/hyatt-regency/en-US/chong-hyatt-regency-chongqing,https://www.hyatt.com/hyatt-regency/zh-CN/chong-hyatt-regency-chongqing,,2012-08-29,03:00 PM,12:00 PM,false
qinhr,Hyatt Regency Qingdao,青岛山港凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,2,Qingdao,青岛,,,88 Donghai East Road,东海东路 88 号,266061,36.090101,120.461226,+86 532 8612 1234,https://www.hyatt.com/hyatt-regency/en-US/qinhr-hyatt-regency-qingdao,https://www.hyatt.com/hyatt-regency/zh-CN/qinhr-hyatt-regency-qingdao,,2013-01-12,03:00 PM,12:00 PM,true
shwhr,"Hyatt Regency Shanghai, Wujiaochang",上海五角场凯悦酒店,Hyatt Regency,凯悦酒店,REGENCY,FULLY_BOOKABLE,HYATT,2,Shanghai,上海,,,88 East Guoding Road,国定东路 88 号,200433,31.3005,121.519,+86 21 2565 1234,https://www.hyatt.com/hyatt-regency/en-US/shwhr-hyatt-regency-shanghai-wujiaochang,https://www.hyatt.com/hyatt-regency/zh-CN/shwhr-hyatt-regency-shanghai-wujiaochang,2016-06-18,2016-06-18,03:00 PM,12:00 PM,true
