spiritCode,name_en,name_zh,brand_en,brand_zh,brandKey,hotelStatus,propertyType,gpCategory,city_en,city_zh,province_en,province_zh,address1_en,address1_zh,zipcode,latitude,longitude,phone,propertySiteURL_en,propertySiteURL_zh,bookableDate,openDate,checkinTime,checkoutTime,nonSmoking
IHG-AKUKH,Holiday Inn Express Aksu,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Aksu,,Xinjiang,,"No.8 Jianshe Road, Aksu, Xinjiang, 843000, Mainland China",,843000,41.17886,80.291214,86-0997-8888898,https://www.ihg.com/holidayinnexpress/hotels/us/en/aksu/akukh/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/aksu/akukh/hoteldetail,,,,,
IHG-BAVXC,Holiday Inn Resort Kanas Hemu,,Holiday Inn Resort,假日度假酒店,ihg-holiday-inn-resort,FULLY_BOOKABLE,Hotel,Hotel,Altay,,Xinjiang,,"East of Jikepulin District, Hemu Township, Altay, Xinjiang, 836600, Mainland China",,836600,48.591667,87.568436,86-0906-6321111x0,https://www.ihg.com/holidayinnresorts/hotels/us/en/xinjiang/bavxc/hoteldetail,https://www.ihg.com/holidayinnresorts/hotels/cn/zh/xinjiang/bavxc/hoteldetail,,,,,
IHG-KJIKA,Hotel Indigo Kanas Hemu,,Hotel Indigo,英迪格酒店,ihg-hotel-indigo,FULLY_BOOKABLE,Hotel,Hotel,Altay,,Xinjiang,,"Altay area Kanas scenic area, Altay, Xinjiang, 836600, Mainland China",,836600,48.573017,87.52223,,https://www.ihg.com/hotelindigo/hotels/us/en/xinjiang/kjika/hoteldetail,https://www.ihg.com/hotelindigo/hotels/cn/zh/xinjiang/kjika/hoteldetail,,,,,
IHG-HGHAJ,Hotel Indigo Anji,,Hotel Indigo,英迪格酒店,ihg-hotel-indigo,FULLY_BOOKABLE,Hotel,Hotel,Anji,,Zhejiang,,"No.188 Wanzhang Road, Lingfeng Scenic Area, Anji, Zhejiang, 313300, Mainland China",,313300,30.589504,119.639084,86-0572-5880999x8600,https://www.ihg.com/hotelindigo/hotels/us/en/anji/hghaj/hoteldetail,https://www.ihg.com/hotelindigo/hotels/cn/zh/anji/hghaj/hoteldetail,,,,,
IHG-AOGDT,Holiday Inn Express Anshan Downtown,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Anshan,,Liaoning,,"No. 73 North Shengli Road,Lishan District, Anshan, Liaoning, 114000, Mainland China",,114000,41.138134,123.016655,86-412-6926666x0,https://www.ihg.com/holidayinnexpress/hotels/us/en/anshan/aogdt/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/anshan/aogdt/hoteldetail,,,,,
IHG-BVQBJ,Holiday Inn Express Baoding Downtown,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Baoding,,Hebei,,"No. 2218 Wusidonglu, Jingxiu District, Baoding, Hebei, 071000, Mainland China",,071000,38.877106,115.470184,86-312-6096699,https://www.ihg.com/holidayinnexpress/hotels/us/en/baoding/bvqbj/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/baoding/bvqbj/hoteldetail,,,,,
IHG-BVNXA,voco Xiong'An,,voco,voco 酒店,ihg-voco,FULLY_BOOKABLE,Hotel,Hotel,Baoding,,Hebei,,"No.135, Minglang South Street, Rongdong District, Baoding, Hebei, 071799, Mainland China",,071799,39.048218,115.92308,86-312-5555666,https://www.ihg.com/voco/hotels/us/en/baoding/bvnxa/hoteldetail,https://www.ihg.com/voco/hotels/cn/zh/baoding/bvnxa/hoteldetail,,,,,
IHG-SIABC,Crowne Plaza Baoji City Center,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Baoji,,Shaanxi,,"No. 66 Jintai Avenue, Jintai District, Baoji, Shaanxi, 721000, Mainland China",,721000,34.360092,107.196976,86-0917-3676666x6677,https://www.ihg.com/crowneplaza/hotels/us/en/baoji/siabc/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/baoji/siabc/hoteldetail,,,,,
IHG-BJASC,Holiday Inn Baoji Central,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Baoji,,Shaanxi,,"No. 8 Xingzheng Avenue, Jintai District, Baoji, Shaanxi, 721000, Mainland China",,721000,34.36181,107.23041,86-0917-3333333x6866,https://www.ihg.com/holidayinn/hotels/us/en/baoji/bjasc/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/baoji/bjasc/hoteldetail,,,,,
IHG-SIABJ,Holiday Inn Express Baoji City Centre,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Baoji,,Shaanxi,,"No. 23 Jintai Avenue, Jintai District, Baoji, Shaanxi, 721006, Mainland China",,721006,34.359516,107.17739,86-0917-3500001x1,https://www.ihg.com/holidayinnexpress/hotels/us/en/baoji/siabj/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/baoji/siabj/hoteldetail,,,,,
IHG-BZXCT,Holiday Inn Express Bazhong Center,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Bazhong,,Sichuan,,"Building 2, Wanda Plaza, No. 1, Bazhong, Sichuan, 636099, Mainland China",,636099,31.843838,106.77986,86-0827-8687777,https://www.ihg.com/holidayinnexpress/hotels/us/en/bazhong/bzxct/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/bazhong/bzxct/hoteldetail,,,,,
IHG-BZXPC,Holiday Inn Express Pingchang,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Bazhong,,Sichuan,,"No. 77, Section 5, Jinbao Avenue, Pingchang City, Bazhong, Sichuan, 636400, Mainland China",,636400,31.553316,107.078514,86-0827-6152222,https://www.ihg.com/holidayinnexpress/hotels/us/en/bazhong/bzxpc/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/bazhong/bzxpc/hoteldetail,,,,,
IHG-BHYHI,Crowne Plaza Beihai Silver Beach,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Beihai,,Guangxi,,"No. 8, Yintan Fourth Road, Yinhai District, Beihai, Guangxi, 536000, Mainland China",,536000,21.40606,109.15109,86-0779-6666666,https://www.ihg.com/crowneplaza/hotels/us/en/beihai/bhyhi/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/beihai/bhyhi/hoteldetail,,,,,
IHG-BHYSB,Holiday Inn Beihai Silver Beach,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beihai,,Guangxi,,"Plot B4, East of Binjiang road, Beihai, Guangxi, 536000, Mainland China",,536000,21.405008,109.16421,86-779-6686666,https://www.ihg.com/holidayinn/hotels/us/en/beihai/bhysb/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beihai/bhysb/hoteldetail,,,,,
IHG-BHYBS,Holiday Inn Express Beihai Silver Beach,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beihai,,Guangxi,,"No. 80 Yintan Thrid Road, Yinhai District, Beihai, Guangxi, 536000, Mainland China",,536000,21.404696,109.150856,86-779-6696699x5106,https://www.ihg.com/holidayinnexpress/hotels/us/en/beihai/bhybs/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beihai/bhybs/hoteldetail,,,,,
IHG-BHYBR,HUALUXE Beihai Silver Beach Resort,,HUALUXE,华邑酒店及度假村,ihg-hualuxe,FULLY_BOOKABLE,Hotel,Hotel,Beihai,,Guangxi,,"No139-1 Yintan Third Road, Beihai, Guangxi, 536000, Mainland China",,536000,21.40451,109.16389,86-779-6688888,https://www.ihg.com/hotels/us/en/beihai/bhybr/hoteldetail,https://www.ihg.com/hotels/cn/zh/beihai/bhybr/hoteldetail,,,,,
IHG-BJSBD,Crowne Plaza Beijing Badaling,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Building No. 1- 14, No.1 Guishui North Street, Beijing, Beijing, 102100, Mainland China",,102100,40.476437,115.97481,86-10-57366666,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/bjsbd/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/beijing/bjsbd/hoteldetail,,,,,
IHG-PEGUT,Crowne Plaza Beijing Chaoyang U-Town,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No. 3 Sanfeng North Area, Chaoyang District, Beijing, Beijing, 100020, Mainland China",,100020,39.922092,116.43907,86-10-59096688x3600,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegut/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/beijing/pegut/hoteldetail,,,,,
IHG-PEGAP,Crowne Plaza Beijing International Airport,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Capital Airport, #60, Fuqian 1 Street, Tianzhu, Beijing, Beijing, 101312, Mainland China",,101312,40.063824,116.55651,86-10-58108888x6100,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegap/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/beijing/pegap/hoteldetail,,,,,
IHG-PEGCP,Crowne Plaza Beijing Lido,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Building A, No. 6 Jiangtai Road, Chaoyang District, Beijing, Beijing, 100004, Mainland China",,100004,39.97845,116.47881,86-10-64373388x6101,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegcp/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/beijing/pegcp/hoteldetail,,,,,
IHG-PEGSP,Crowne Plaza Beijing Sun Palace,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Yunnan Dasha, North-East Corner of Taiyanggong Bridge, Beijing, Beijing, 100028, Mainland China",,100028,39.972393,116.43479,86-10-64298888x6138,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegsp/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/beijing/pegsp/hoteldetail,,,,,
IHG-BJSZT,Crowne Plaza Beijing Tongzhou,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No.35 Jingcai Street, Tongzhou District, Beijing, Beijing, 101121, Mainland China",,101121,39.862453,116.67207,86-010-60106200x6200,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/bjszt/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/beijing/bjszt/hoteldetail,,,,,
IHG-PEGZG,Crowne Plaza Beijing Zhongguancun,,Crowne Plaza,皇冠假日酒店,ihg-crowne-plaza,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No. 106 Zhi Chun Road, Hai Dian District, Beijing, Beijing, 100086, Mainland China",,100086,39.975662,116.32304,86-10-59938888x2626,https://www.ihg.com/crowneplaza/hotels/us/en/beijing/pegzg/hoteldetail,https://www.ihg.com/crowneplaza/hotels/cn/zh/beijing/pegzg/hoteldetail,,,,,
IHG-BJSAR,Garner Hotel Beijing 798 Art District,,Garner Hotel,Garner Hotel,ihg-garner-hotel,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Building No. 13, Courtyard No.5, Jiangtai Road, Beijing, Beijing, 100016, Mainland China",,100016,39.97211,116.49616,86-10-81290588,https://www.ihg.com/garner-hotels/hotels/us/en/beijing/bjsar/hoteldetail,https://www.ihg.com/garner-hotels/hotels/cn/zh/beijing/bjsar/hoteldetail,,,,,
IHG-BJSAZ,Holiday Inn Beijing Airport Zone,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No.35 Nanchen Rd, Nan Fa Xin, Shunyi District, Beijing, Beijing, 101300, Mainland China",,101300,40.130676,116.6156,86-010-69479898x1000,https://www.ihg.com/holidayinn/hotels/us/en/beijing/bjsaz/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/bjsaz/hoteldetail,,,,,
IHG-PEGCA,Holiday Inn Beijing ChangAn West,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No.66,Yongding Road, Haidian District, Beijing, Beijing, 100039, Mainland China",,100039,39.909267,116.26522,86-010-68132299x6401,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegca/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/pegca/hoteldetail,,,,,
IHG-BJSDX,Holiday Inn Beijing Daxing Centre,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Building 1, No.2 Shuanghe Beili Erxiang, Beijing, Beijing, 102699, Mainland China",,102699,39.7419,116.3492,86-010-85926618,https://www.ihg.com/holidayinn/hotels/us/en/beijing/bjsdx/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/bjsdx/hoteldetail,,,,,
IHG-BJSDM,Holiday Inn Beijing Daxing Movie Park,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"2 Beixing Road, Beijing, Beijing, 100162, Mainland China",,100162,39.7726,116.36447,86-10-60299777,https://www.ihg.com/holidayinn/hotels/us/en/beijing/bjsdm/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/bjsdm/hoteldetail,,,,,
IHG-PEGSM,Holiday Inn Beijing Deshengmen,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No.71 Deshengmenwai Street, Xicheng District, Beijing, Beijing, 100088, Mainland China",,100088,39.957478,116.378685,86-10-82065555,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegsm/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/pegsm/hoteldetail,,,,,
IHG-PEGFD,Holiday Inn Beijing Focus Square,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Building 3, No.6 Futong East Avenue, Chaoyang District, Beijing, Beijing, 100102, Mainland China",,100102,39.989685,116.48099,86-10-64733333x6426,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegfd/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/pegfd/hoteldetail,,,,,
IHG-BJSBM,Holiday Inn Beijing Mentougou,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No. 31 Xinqiao Avenue, Mentougou District, Beijing, Beijing, Mainland China",,,39.942616,116.09946,,https://www.ihg.com/holidayinn/hotels/us/en/beijing/bjsbm/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/bjsbm/hoteldetail,,,,,
IHG-PEGPK,Holiday Inn Beijing Shijingshan Parkview,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No.555, Tiancun Road, Shijingshan District, Beijing, Beijing, 100049, Mainland China",,100049,39.93876,116.215096,86-10-88770808x8903,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegpk/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/pegpk/hoteldetail,,,,,
IHG-PEGTH,Holiday Inn Beijing Temple Of Heaven,,Holiday Inn,假日酒店,ihg-holiday-inn,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No. 1 Ding An Dong Li, 3rd South Ring Road, Beijing, Beijing, 100075, Mainland China",,100075,39.861446,116.4146,86-10-67626688x5188,https://www.ihg.com/holidayinn/hotels/us/en/beijing/pegth/hoteldetail,https://www.ihg.com/holidayinn/hotels/cn/zh/beijing/pegth/hoteldetail,,,,,
IHG-BJSES,Holiday Inn Express Beijing Airport Zone,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"1 Building, No.6 Court Jingshun East Road, Beijing, Beijing, 100015, Mainland China",,100015,40.023106,116.5281,86-10-64349999x1,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjses/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/bjses/hoteldetail,,,,,
IHG-BJSCA,Holiday Inn Express Beijing Capital Airport East,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Shunxi South Road, Shunyi District, Beijing, Beijing, Mainland China",,,40.116653,116.640236,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsca/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/bjsca/hoteldetail,,,,,
IHG-BJSCC,Holiday Inn Express Beijing Conference Center,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"North Gujiazhuang Bridge, Beiyuan Middle Road, Beijing, Beijing, 100010, Mainland China",,100010,40.02822,116.43986,86-10-63290866,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjscc/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/bjscc/hoteldetail,,,,,
IHG-PEGDZ,Holiday Inn Express Beijing Dongzhimen,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No. 1 ChunXiu Road, DongCheng District, Beijing, Beijing, 100027, Mainland China",,100027,39.936913,116.44329,86-10-64169999x8181,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/pegdz/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/pegdz/hoteldetail,,,,,
IHG-BJSDN,Holiday Inn Express Beijing Downtown,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No.18 Lishi Hutong, Dongcheng District, Beijing, Beijing, 100010, Mainland China",,100010,39.92171,116.424385,86-10-65596969,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsdn/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/bjsdn/hoteldetail,,,,,
IHG-BJSGC,Holiday Inn Express Beijing Guomao CBD,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No 8 Guanghua Rd Jia, Chaoyang District, Beijing, Beijing, 100300, Mainland China",,100300,39.911957,116.47142,86-10-65056596,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsgc/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/bjsgc/hoteldetail,,,,,
IHG-BJSHS,Holiday Inn Express Beijing Haidian Suzhouqiao,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"11 Changchun Bridge Road, Beijing, Beijing, 100080, Mainland China",,100080,39.960808,116.30265,,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjshs/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/bjshs/hoteldetail,,,,,
IHG-BJSLB,Holiday Inn Express Beijing Lize Business District,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Tower A, No.118 Weiqiangxiao Village, Fengtai District, Beijing, Beijing, 100070, Mainland China",,100070,39.874783,116.327805,86-10-52650888,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjslb/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/bjslb/hoteldetail,,,,,
IHG-BJSMG,Holiday Inn Express Beijing Mentougou,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"Building 3, Courtyard 10, Yinsheng North Road, Beijing, Beijing, 102300, Mainland China",,102300,39.912376,116.13592,86-10-86229810,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/bjsmg/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/bjsmg/hoteldetail,,,,,
IHG-PEKLV,Holiday Inn Express Beijing Shijingshan Lakeview,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"68 Shijingshan Road,Shijingshan District,Beijing, Beijing, Beijing, 100041, Mainland China",,100041,39.917168,116.15204,86-010-88293377x0,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/peklv/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/peklv/hoteldetail,,,,,
IHG-PEKSH,Holiday Inn Express Beijing Shijingshan Parkview,,Holiday Inn Express,智选假日酒店,ihg-holiday-inn-express,FULLY_BOOKABLE,Hotel,Hotel,Beijing,北京,Beijing,北京,"No. 68 Shijingshan Road, Shijingshan District, Beijing, Beijing, Beijing, 100043, Mainland China",,100043,39.922623,116.15557,86-10-88293388,https://www.ihg.com/holidayinnexpress/hotels/us/en/beijing/peksh/hoteldetail,https://www.ihg.com/holidayinnexpress/hotels/cn/zh/beijing/peksh/hoteldetail,,,,,
