spiritCode,name_en,name_zh,brand_en,brand_zh,brandKey,hotelStatus,propertyType,gpCategory,city_en,city_zh,province_en,province_zh,address1_en,address1_zh,zipcode,latitude,longitude,phone,propertySiteURL_en,propertySiteURL_zh,bookableDate,openDate,checkinTime,checkoutTime,nonSmoking
BJSDA,Fairfield by Marriott Beijing Daxing Airport,北京大兴机场万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Beijing,北京,,,"Building 3, Yard 6, Yuanjingxi 2nd Road, Daxing District",大兴区苑景西二路 6 号院 3 栋,102603,39.525854,116.410808,+86 10 5087 5888,https://www.marriott.com/en-us/hotels/bjsda-fairfield-beijing-daxing-airport/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsda-fairfield-beijing-daxing-airport/overview/,,2023-07-30,14:00,12:00,true
BJSFH,Fairfield by Marriott Beijing Haidian,北京海淀万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Beijing,北京,,,"Intersection of Sanxingzhuang Road and Daoxianghu Road, Haidian District",海淀区三星庄路和稻香湖路交汇处,100194,40.080302,116.187284,+86 10 6097 6688,https://www.marriott.com/en-us/hotels/bjsfh-fairfield-beijing-haidian/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsfh-fairfield-beijing-haidian/overview/,,2020-12-22,15:00,12:00,true
BJSFO,Fairfield by Marriott Beijing Olympic Sports Center,北京奥体中心万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"Building 1, 2 Anxiang Road, Chaoyang District",朝阳区安翔路 2 号 1 幢,100000,39.99044755052895,116.38550246321955,+86 10 6488 6988,https://www.marriott.com/en-us/hotels/bjsfo-fairfield-beijing-olympic-sports-center/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsfo-fairfield-beijing-olympic-sports-center/overview/,,2024-09-03,15:00,12:00,true
BJSPF,Four Points by Sheraton Beijing Fangshan,北京房山福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,OPENING_SOON,hotel,,Beijing,北京,,,"Builiding 1,Yard 3 ,Yihe North Road, Changyang Town,Fangshan District",房山区长阳镇怡和北路3号院1号楼,102442,39.76178,116.21372,,https://www.marriott.com/en-us/hotels/bjspf-four-points-beijing-fangshan/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjspf-four-points-beijing-fangshan/overview/,,2027-01-30,15:00,12:00,true
BJSPS,Four Points by Sheraton Beijing Sanlitun Workers Stadium,北京三里屯工体福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Beijing,北京,,,"No.20,Gongti East Road,Chaoyang District",朝阳区工体东路20号,100020,39.92456956,116.4509949,+86 10 6516 0888,https://www.marriott.com/en-us/hotels/bjsps-four-points-beijing-sanlitun-workers-stadium/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsps-four-points-beijing-sanlitun-workers-stadium/overview/,,2025-08-29,15:00,12:00,true
BJSWS,Four Points by Sheraton Beijing West Station,北京西站福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Beijing,北京,,,"132 Lianhuachi Road East, Fengtai District",丰台区莲花池东路132号,100055,39.8959,116.31141,+86 10 6623 0399,https://www.marriott.com/en-us/hotels/bjsws-four-points-beijing-west-station/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsws-four-points-beijing-west-station/overview/,,2026-04-10,15:00,12:00,true
BJSIP,Four Points by Sheraton Beijing Xidan,北京西单福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,OPENING_SOON,hotel,,Beijing,北京,Beijing,北京,"Building 13,Huayuan Street, Xicheng District",西城区花园街13号楼,100032,39.909242,116.371355,,https://www.marriott.com/en-us/hotels/bjsip-four-points-beijing-xidan/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsip-four-points-beijing-xidan/overview/,,2027-01-31,15:00,12:00,true
BJSFP,"Four Points by Sheraton Beijing, Haidian Hotel & Serviced Apartments",北京海淀永泰福朋喜来登酒店及服务公寓,Four Points by Sheraton,福朋喜来登酒店,FP,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"Tower 1, 25 Yuanda Road, Haidian District",海淀区远大路 25 号 1 座,100097,39.95742,116.27932,+86 10 8889 8888,https://www.marriott.com/en-us/hotels/bjsfp-four-points-beijing-haidian-hotel-and-serviced-apartments/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsfp-four-points-beijing-haidian-hotel-and-serviced-apartments/overview/,,2008-08-01,15:00,12:00,false
BJSRP,"Four Points by Sheraton Beijing, South Railway Station",北京南站福朋喜来登酒店,Four Points by Sheraton,福朋喜来登酒店,FP,OPENING_SOON,hotel,,Beijing,北京,Beijing,北京,"No. 1 Building, 2nd Courtyard, Youwai West Road, Fengtai District, Beijing",北京丰台区右外西路2号院1楼,100069,39.85603133526187,116.36325035085798,+86 10 8375 2388,https://www.marriott.com/en-us/hotels/bjsrp-four-points-beijing-south-railway-station/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsrp-four-points-beijing-south-railway-station/overview/,,2026-08-30,15:00,12:00,true
BJSJW,JW Marriott Hotel Beijing,北京 JW 万豪酒店,JW Marriott,JW万豪酒店,JW,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"83 Jian Guo Road, Chaoyang District",朝阳区建国路 83 号,100025,39.91019,116.48198,+86 10 5908 6688,https://www.marriott.com/en-us/hotels/bjsjw-jw-marriott-hotel-beijing/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsjw-jw-marriott-hotel-beijing/overview/,,2007-11-22,14:00,12:00,true
BJSJC,JW Marriott Hotel Beijing Central,北京粤财 JW 万豪酒店,JW Marriott,JW万豪酒店,JW,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"18 Xuanwumenwai Street, Xicheng District",西城区宣外大街 18 号,100052,39.8954699275211,116.37563750688759,+86 10 6391 6666,https://www.marriott.com/en-us/hotels/bjsjc-jw-marriott-hotel-beijing-central/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsjc-jw-marriott-hotel-beijing-central/overview/,,2014-06-26,14:00,12:00,true
BJSJD,JW Marriott Hotel Beijing Dongzhimen,北京东直门JW万豪酒店,JW Marriott,JW万豪酒店,JW,OPENING_SOON,hotel,,Beijing,北京,Beijing,北京,"No. 7, Dongzhimenwai Xiejie, Dongcheng District",东城区东直门外斜街7号,100028,39.9439398,116.438543,,https://www.marriott.com/en-us/hotels/bjsjd-jw-marriott-hotel-beijing-dongzhimen/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsjd-jw-marriott-hotel-beijing-dongzhimen/overview/,,2027-01-15,15:00,12:00,true
BJSIM,"The Imperial Mansion, Beijing Marriott Executive Apartments",北京万豪行政公寓,Marriott Executive Apartments,万豪行政公寓,ER,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"North Gate, No 1 Xiagongfu Street, Dongcheng District",东城区霞公府街 1 号北门,100004,39.909925,116.409163,+86 10 6564 9999,https://www.marriott.com/en-us/hotels/bjsim-the-imperial-mansion-beijing-marriott-executive-apartments/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsim-the-imperial-mansion-beijing-marriott-executive-apartments/overview/,,2012-10-26,14:00,12:00,true
BJSSW,"The Sandalwood, Beijing - Marriott Executive Apartments",北京紫檀万豪行政公寓,Marriott Executive Apartments,万豪行政公寓,ER,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"23 Jian Guo Road, Chaoyang District",朝阳区建国路 23 号,100123,39.912064,116.525832,+86 10 8557 8888,https://www.marriott.com/en-us/hotels/bjssw-the-sandalwood-beijing-marriott-executive-apartments/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjssw-the-sandalwood-beijing-marriott-executive-apartments/overview/,,2009-08-13,14:00,12:00,true
BJSCP,Beijing Marriott Hotel Changping,北京乐多港万豪酒店,Marriott Hotels & Resorts,万豪酒店,MC,FULLY_BOOKABLE,resort,,Beijing,北京,,,"29 Nan Kou Road, Cheng Nan Street, Changping District",昌平区城南街道南口路 29 号,102200,40.23264,116.18889,+86 10 8191 8888,https://www.marriott.com/en-us/hotels/bjscp-beijing-marriott-hotel-changping/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjscp-beijing-marriott-hotel-changping/overview/,,2018-08-03,15:00,12:00,true
BJSHM,Beijing Marriott Hotel Huairou,北京怀柔万豪酒店,Marriott Hotels & Resorts,万豪酒店,MC,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"Building 12, No. 3, Yongle North First Street, Huairou District",怀柔区永乐北一街3号12栋,101407,40.369488,116.673163,+86 10 5661 6666,https://www.marriott.com/en-us/hotels/bjshm-beijing-marriott-hotel-huairou/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjshm-beijing-marriott-hotel-huairou/overview/,,2025-03-02,15:00,12:00,true
BJSES,Beijing Marriott Hotel Northeast,北京海航大厦万豪酒店,Marriott Hotels & Resorts,万豪酒店,MC,FULLY_BOOKABLE,hotel,,Beijing,北京,,,"26A Xiao Yun Road, Chaoyang District",朝阳区霄云路甲 26 号,100125,39.959861,116.4673626,+86 10 5927 8888,https://www.marriott.com/en-us/hotels/bjses-beijing-marriott-hotel-northeast/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjses-beijing-marriott-hotel-northeast/overview/,,2009-03-31,14:00,12:00,true
BJSMY,Beijing Marriott Hotel Yanqing,北京延庆万豪酒店,Marriott Hotels & Resorts,万豪酒店,MC,FULLY_BOOKABLE,hotel,,Beijing,北京,,,"Yard No 92, Xincheng Street, Yanqing District",延庆区新城街 92 号院,102100,40.47638,115.98379,+86 10 5786 6666,https://www.marriott.com/en-us/hotels/bjsmy-beijing-marriott-hotel-yanqing/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsmy-beijing-marriott-hotel-yanqing/overview/,,2021-08-29,15:00,12:00,true
BJSMQ,Beijing Marriott Marquis Hotel,北京北辰万豪侯爵酒店,Marriott Hotels & Resorts,万豪酒店,MC,OPENING_SOON,hotel,,Beijing,北京,Beijing,北京,"Jia NO6. B Beichen West Street, Chaoyang District",朝阳区北辰西街甲6B号,,40.0047,116.3868,,https://www.marriott.com/en-us/hotels/bjsmq-beijing-marriott-marquis-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsmq-beijing-marriott-marquis-hotel/overview/,,2026-09-01,15:00,12:00,true
BJSBC,Renaissance Beijing Capital Hotel,北京富力万丽酒店,Renaissance Hotels,万丽酒店,BR,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"61 Dongsanhuan Middle Road, Chaoyang District",朝阳区东三环中路 61 号,100022,39.897967,116.460698,+86 10 5863 8888,https://www.marriott.com/en-us/hotels/bjsbc-renaissance-beijing-capital-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsbc-renaissance-beijing-capital-hotel/overview/,,2008-08-01,15:00,12:00,true
BJSHR,Renaissance Beijing Haidian Hotel,北京中关村东升科技园万丽酒店,Renaissance Hotels,万丽酒店,BR,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"8-6 Dongsheng Science and Technology Park, Haidian District",海淀区东升科技园北街 8 号 6 栋,100096,40.049864,116.357711,+86 10 5080 6666,https://www.marriott.com/en-us/hotels/bjshr-renaissance-beijing-haidian-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjshr-renaissance-beijing-haidian-hotel/overview/,,2024-05-21,15:00,12:00,true
BJSWF,Renaissance Beijing Wangfujing Hotel,北京金茂万丽酒店,Renaissance Hotels,万丽酒店,BR,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"57 Wangfujing Street, Dongcheng District",东城区王府井大街 57 号,100006,39.921223,116.41007,+86 10 6520 8888,https://www.marriott.com/en-us/hotels/bjswf-renaissance-beijing-wangfujing-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjswf-renaissance-beijing-wangfujing-hotel/overview/,,2014-09-01,14:00,12:00,true
BJSSH,Sheraton Beijing Huairou Hotel,北京怀柔益田喜来登酒店,Sheraton,喜来登酒店,SI,OPENING_SOON,hotel,,Beijing,北京,,,Long Zhao Shu Lu,龙爪树路,,40.290841,116.676001,,https://www.marriott.com/en-us/hotels/bjssh-sheraton-beijing-huairou-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjssh-sheraton-beijing-huairou-hotel/overview/,,2026-09-16,,,false
BJSSL,Sheraton Beijing Lize Hotel,北京新青海喜来登酒店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,hotel,,Beijing,北京,,,"Building No.1, Compound No.8, Xiying Street, Fengtai District",丰台区西营街 8 号院 1 栋,100073,39.86376055813569,116.32254145572882,+86 10 6339 8888,https://www.marriott.com/en-us/hotels/bjssl-sheraton-beijing-lize-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjssl-sheraton-beijing-lize-hotel/overview/,,2019-12-13,14:00,12:00,true
BJSDO,Sheraton Grand Beijing Dongcheng Hotel,北京金隅喜来登大酒店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"36 North Third Ring Road East, Dongcheng District",东城区北三环东路 36 号,100013,39.9671,116.40832,+86 10 5798 8888,https://www.marriott.com/en-us/hotels/bjsdo-sheraton-grand-beijing-dongcheng-hotel/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsdo-sheraton-grand-beijing-dongcheng-hotel/overview/,,2011-10-08,15:00,12:00,true
BJSXR,The St. Regis Beijing,北京瑞吉酒店,St. Regis,瑞吉酒店,XR,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,21 Jianguomenwai Dajie,建国门外大街 21 号,100020,39.910847,116.440155,+86 10 6460 6688,https://www.marriott.com/en-us/hotels/bjsxr-the-st-regis-beijing/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsxr-the-st-regis-beijing/overview/,,1997-10-06,15:00,12:00,true
BJSFS,"The Ritz-Carlton Beijing, Financial Street",北京金融街丽思卡尔顿酒店,The Ritz-Carlton,丽思卡尔顿酒店,RZ,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"1 Jin Cheng Fang Street East, Financial Street",金融街，金城坊东街 1 号,100033,39.9153673,116.3624485,+86 10 6601 6666,https://www.marriott.com/en-us/hotels/bjsfs-the-ritz-carlton-beijing-financial-street/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsfs-the-ritz-carlton-beijing-financial-street/overview/,,2006-10-14,14:00,12:00,true
BJSZN,"The Ritz-Carlton Beijing, North",北京北辰丽思卡尔顿酒店,The Ritz-Carlton,丽思卡尔顿酒店,RZ,OPENING_SOON,hotel,,Beijing,北京,Beijing,北京,"Jia NO.6A Beichen West Street, Chaoyang District",朝阳区北辰西街甲6A号,100020,40.0096,116.387,,https://www.marriott.com/en-us/hotels/bjszn-the-ritz-carlton-beijing-north/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjszn-the-ritz-carlton-beijing-north/overview/,,2026-09-30,15:00,12:00,true
BJSRZ,"The Ritz-Carlton, Beijing",北京丽思卡尔顿酒店,The Ritz-Carlton,丽思卡尔顿酒店,RZ,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"83A Jian Guo Road, China Central Place, Chaoyang District",朝阳区建国路甲 83A 华贸中心,100025,39.910619,116.480779,+86 10 5908 8888,https://www.marriott.com/en-us/hotels/bjsrz-the-ritz-carlton-beijing/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsrz-the-ritz-carlton-beijing/overview/,,2007-12-12,14:00,12:00,true
BJSFW,The Westin Beijing Financial Street,北京金融街威斯汀大酒店,Westin Hotels & Resorts,威斯汀酒店及度假村,WI,FULLY_BOOKABLE,hotel,,Beijing,北京,Beijing,北京,"9C Financial Street, XiCheng District",西城区金融街丙 9 号,100140,39.9174701,116.3594824,+86 10 6606 8866,https://www.marriott.com/en-us/hotels/bjsfw-the-westin-beijing-financial-street/overview/,https://www.marriott.com.cn/zh-cn/hotels/bjsfw-the-westin-beijing-financial-street/overview/,,2006-10-17,15:00,12:00,true
HFEBL,Fairfield by Marriott Bengbu Longzihu,蚌埠龙子湖万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,OPENING_SOON,hotel,,Bengbu,蚌埠,Anhui,安徽,"No.890 Yanhuai Road , Longzihu District",龙子湖区燕淮路890号,233060,32.9538371,117.376375,+86 552 301 3333,https://www.marriott.com/en-us/hotels/hfebl-fairfield-bengbu-longzihu/overview/,https://www.marriott.com.cn/zh-cn/hotels/hfebl-fairfield-bengbu-longzihu/overview/,,2027-01-01,15:00,12:00,true
BFJFI,Fairfield by Marriott Bijie,毕节越秀万豪万枫酒店,Fairfield Inn & Suites,万枫酒店,FI,FULLY_BOOKABLE,hotel,,Bijie,毕节,Guizhou,贵州,"Dashui Community, Pengcheng Street, Baili Azalea Management Area",酒店位于百里杜鹃管理区鹏程街大水社区,551600,27.2269476,105.8408689,+86 857 711 8888,https://www.marriott.com/en-us/hotels/bfjfi-fairfield-bijie/overview/,https://www.marriott.com.cn/zh-cn/hotels/bfjfi-fairfield-bijie/overview/,,2023-10-31,15:00,12:00,false
BPLAC,AC Hotel Xinjiang Sayram Lake,新疆赛里木湖AC酒店,AC Hotels,AC酒店,AR,FULLY_BOOKABLE,hotel,,Bole,Bole,Xinjiang,新疆,Sayram Lake Scenic Management District,赛里木湖景区管理处,833400,44.61911403,81.3848543,+86 909 699 9999,https://www.marriott.com/en-us/hotels/bplac-ac-hotel-xinjiang-sayram-lake/overview/,https://www.marriott.com.cn/zh-cn/hotels/bplac-ac-hotel-xinjiang-sayram-lake/overview/,,2025-11-14,15:00,12:00,true
YNJSI,Sheraton Changbaishan Resort,长白山万达喜来登度假酒店,Sheraton,喜来登酒店,SI,FULLY_BOOKABLE,resort,,Changbaishan,长白山,Jilin,吉林,"No. 369 Baiyun Road, Changbaishan International Resort, Fusong County",抚松县长白山国际度假区白云路 369 号,134504,42.100444,127.507816,+86 439 698 6888,https://www.marriott.com/en-us/hotels/ynjsi-sheraton-changbaishan-resort/overview/,https://www.marriott.com.cn/zh-cn/hotels/ynjsi-sheraton-changbaishan-resort/overview/,,2012-07-29,15:00,12:00,false
